label	group	x	y
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..mean	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..median	-1	0	0
Full.Time.Equivalent..FTE..Teachers..Public.School..sd	-1	0	0
