x	y	tooltip	PANEL
0.109943328160112	3	0.109943328160112	8
-0.0100709440877062	4	-0.0100709440877062	8
0.0327692664773524	5	0.0327692664773524	8
0.146333403433093	6	0.146333403433093	8
0.0234880367656988	1	0.0234880367656988	8
0.0262710543845654	2	0.0262710543845654	8
0.107006135305065	3	0.107006135305065	8
-0.00840557813145632	4	-0.00840557813145632	8
0.0356533145972562	5	0.0356533145972562	8
0.147312053400776	6	0.147312053400776	8
0.0116500094541904	1	0.0116500094541904	8
0.0334694991857858	2	0.0334694991857858	8
0.0918132629983623	3	0.0918132629983623	8
-0.011635439283652	4	-0.011635439283652	8
0.0388072332787453	5	0.0388072332787453	8
0.147402705341036	6	0.147402705341036	8
0.0170061180387652	1	0.0170061180387652	8
0.0164214909968759	2	0.0164214909968759	8
0.0803680997326988	3	0.0803680997326988	8
-0.0085950601659481	4	-0.0085950601659481	8
0.0249677481752549	5	0.0249677481752549	8
0.200022350512781	6	0.200022350512781	8
0.0248211714178714	1	0.0248211714178714	8
0.0247883149122383	2	0.0247883149122383	8
0.106445302353112	3	0.106445302353112	8
-0.0107212995525535	4	-0.0107212995525535	8
0.0333737468694857	5	0.0333737468694857	8
0.139404909325658	6	0.139404909325658	8
0.0209287787604727	1	0.0209287787604727	8
0.0251379250803227	2	0.0251379250803227	8
0.0957285475113101	3	0.0957285475113101	8
-0.00956153096201814	4	-0.00956153096201814	8
0.0326499288643185	5	0.0326499288643185	8
0.155946314303932	6	0.155946314303932	8
