y	showSelected2	group
0.545454545454545	District.Leadership.Team.Members	519
0.608695652173913	District.Leadership.Team.Members	520
0.733333333333333	District.Leadership.Team.Members	521
0.7	District.Leadership.Team.Members	522
0.666666666666667	District.Leadership.Team.Members	523
0.714285714285714	District.Leadership.Team.Members	524
1	District.Leadership.Team.Members	525
0.655172413793103	District.Leadership.Team.Members	526
0.785714285714286	District.Leadership.Team.Members	527
0.7	District.Leadership.Team.Members	528
1	District.Leadership.Team.Members	529
0.5	District.Leadership.Team.Members	530
0.636363636363636	District.Leadership.Team.Members	531
0.555555555555556	District.Leadership.Team.Members	532
0.666666666666667	District.Leadership.Team.Members	533
0.0344827586206897	District.Leadership.Team.Members	534
0.666666666666667	District.Leadership.Team.Members	535
0.866666666666667	District.Leadership.Team.Members	536
1	District.Leadership.Team.Members	537
1	District.Leadership.Team.Members	538
0.333333333333333	District.Leadership.Team.Members	539
0.533333333333333	District.Leadership.Team.Members	540
0.333333333333333	District.Leadership.Team.Members	541
0.4	District.Leadership.Team.Members	542
1	District.Leadership.Team.Members	543
0.7	District.Leadership.Team.Members	544
1	District.Contact.Person	545
1	District.Contact.Person	546
1	District.Contact.Person	547
0.666666666666667	District.Contact.Person	548
0.666666666666667	District.Contact.Person	549
0.666666666666667	District.Contact.Person	550
1	District.Contact.Person	551
0.285714285714286	District.Contact.Person	552
0.12962962962963	District.Contact.Person	553
1	District.Contact.Person	554
0.666666666666667	District.Contact.Person	555
1	District.Contact.Person	556
0.75	District.Contact.Person	557
1	District.Contact.Person	558
0.75	District.Contact.Person	559
0.666666666666667	District.Contact.Person	560
0.666666666666667	District.Contact.Person	561
0.5	District.Contact.Person	562
0.6	District.Contact.Person	563
0	District.Contact.Person	564
0.6	District.Contact.Person	565
1	District.Contact.Person	566
1	District.Contact.Person	567
0.318181818181818	District.Contact.Person	568
0.333333333333333	District.Contact.Person	569
0.608695652173913	District.Contact.Person	570
1	District.Contact.Person	571
0.714285714285714	District.Contact.Person	572
1	District.Contact.Person	573
0.833333333333333	District.Contact.Person	574
0.75	District.Contact.Person	575
1	District.Contact.Person	576
1	District.Contact.Person	577
0.8	District.Contact.Person	578
0	District.Contact.Person	579
0.125	District.Contact.Person	580
0.875	District.Contact.Person	581
1	District.Contact.Person	582
1	District.Contact.Person	583
0.5	District.Contact.Person	584
0.333333333333333	District.Contact.Person	585
0.769230769230769	District.Contact.Person	586
0.75	District.Contact.Person	587
1	District.Contact.Person	588
1	District.Contact.Person	589
0.75	District.Contact.Person	590
0.5	District.Contact.Person	591
1	District.Contact.Person	592
0.857142857142857	District.Contact.Person	593
1	District.Contact.Person	594
0.857142857142857	District.Contact.Person	595
0.285714285714286	District.Contact.Person	596
0.5	District.Contact.Person	597
0.538461538461538	District.Contact.Person	598
0.5	District.Contact.Person	599
0.7	District.Contact.Person	600
1	District.Contact.Person	601
0.75	District.Contact.Person	602
1	District.Contact.Person	603
0.5	District.Contact.Person	604
1	District.Contact.Person	605
0.766666666666667	District.Contact.Person	606
0.5	District.Contact.Person	607
0.666666666666667	District.Contact.Person	608
0.454545454545455	District.Contact.Person	609
0.857142857142857	District.Contact.Person	610
0.642857142857143	District.Contact.Person	611
1	District.Contact.Person	612
