x	y	label	showSelected1	group
2	10	School.based.implementation.coaching	DESE.virtual.learning.platform	22
2	30	School.based.implementation.coaching	Review.of.CFA.data	23
2	26	School.based.implementation.coaching	CWIS	24
2	4	School.based.implementation.coaching	Distance.Learning	25
2	22	School.based.implementation.coaching	Virtual.Learning.Modules.and.or.PowerPoints	26
2	22	School.based.implementation.coaching	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	16	School.based.implementation.coaching	Interaction.Type_Virtual	28
2	28	School.based.implementation.coaching	Interaction.Type_In-person	29
2	10	School.based.implementation.coaching	Interaction.Type_In-person and virtual	30
2	30	School.based.implementation.coaching	Interaction.Type_Phone	31
2	19	School.based.implementation.coaching	Interaction.Type_Unknown	32
2	3	Self.assessment.practice.profile..SAPP.	District.Leadership.Team.Members	1
2	6	Self.assessment.practice.profile..SAPP.	District.Contact.Person	2
2	17	Self.assessment.practice.profile..SAPP.	Building.Leadership.Team.Members	3
2	4	Self.assessment.practice.profile..SAPP.	Other.District.Administrators	4
2	21	Self.assessment.practice.profile..SAPP.	Other.Building.Administrators	5
2	14	Self.assessment.practice.profile..SAPP.	Building.level.Educators	6
2	30	Self.assessment.practice.profile..SAPP.	RPDC.Director	7
2	8	Self.assessment.practice.profile..SAPP.	Area.Supervisor	8
2	14	Self.assessment.practice.profile..SAPP.	Parents	9
2	10	Self.assessment.practice.profile..SAPP.	Collaborative.teams	10
2	20	Self.assessment.practice.profile..SAPP.	Common.formative.assessment	11
2	7	Self.assessment.practice.profile..SAPP.	Data.based.decision.making	12
2	8	Self.assessment.practice.profile..SAPP.	Effective.teaching.learning.practices	13
2	27	Self.assessment.practice.profile..SAPP.	Instructional.Leadership	14
2	10	Self.assessment.practice.profile..SAPP.	School.based.implementation.coaching	15
2	14	Self.assessment.practice.profile..SAPP.	Collective.teacher.efficacy	16
2	4	Self.assessment.practice.profile..SAPP.	MMD.DCI.expectations.logistics.DESE.specifics	17
2	7	Self.assessment.practice.profile..SAPP.	Alignment.and.systems.planning	18
2	3	Self.assessment.practice.profile..SAPP.	Practice.profiles	19
2	1	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	20
2	5	Self.assessment.practice.profile..SAPP.	Learning.module.materials..i.e..power.points..handouts.	21
2	2	Self.assessment.practice.profile..SAPP.	DESE.virtual.learning.platform	22
2	13	Self.assessment.practice.profile..SAPP.	Review.of.CFA.data	23
2	3	Self.assessment.practice.profile..SAPP.	CWIS	24
2	16	Self.assessment.practice.profile..SAPP.	Distance.Learning	25
2	14	Self.assessment.practice.profile..SAPP.	Virtual.Learning.Modules.and.or.PowerPoints	26
2	8	Self.assessment.practice.profile..SAPP.	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	8	Self.assessment.practice.profile..SAPP.	Interaction.Type_Virtual	28
2	11	Self.assessment.practice.profile..SAPP.	Interaction.Type_In-person	29
2	19	Self.assessment.practice.profile..SAPP.	Interaction.Type_In-person and virtual	30
2	4	Self.assessment.practice.profile..SAPP.	Interaction.Type_Phone	31
2	28	Self.assessment.practice.profile..SAPP.	Interaction.Type_Unknown	32
2	24	Virtual.Learning.Modules.and.or.PowerPoints	District.Leadership.Team.Members	1
2	30	Virtual.Learning.Modules.and.or.PowerPoints	District.Contact.Person	2
2	11	Virtual.Learning.Modules.and.or.PowerPoints	Building.Leadership.Team.Members	3
2	13	Virtual.Learning.Modules.and.or.PowerPoints	Other.District.Administrators	4
2	8	Virtual.Learning.Modules.and.or.PowerPoints	Other.Building.Administrators	5
2	19	Virtual.Learning.Modules.and.or.PowerPoints	Building.level.Educators	6
2	15	Virtual.Learning.Modules.and.or.PowerPoints	RPDC.Director	7
2	9	Virtual.Learning.Modules.and.or.PowerPoints	Area.Supervisor	8
2	15	Virtual.Learning.Modules.and.or.PowerPoints	Parents	9
2	22	Virtual.Learning.Modules.and.or.PowerPoints	Collaborative.teams	10
2	26	Virtual.Learning.Modules.and.or.PowerPoints	Common.formative.assessment	11
2	27	Virtual.Learning.Modules.and.or.PowerPoints	Data.based.decision.making	12
2	26	Virtual.Learning.Modules.and.or.PowerPoints	Effective.teaching.learning.practices	13
2	25	Virtual.Learning.Modules.and.or.PowerPoints	Instructional.Leadership	14
2	20	Virtual.Learning.Modules.and.or.PowerPoints	School.based.implementation.coaching	15
2	7	Virtual.Learning.Modules.and.or.PowerPoints	Collective.teacher.efficacy	16
2	18	Virtual.Learning.Modules.and.or.PowerPoints	MMD.DCI.expectations.logistics.DESE.specifics	17
2	23	Virtual.Learning.Modules.and.or.PowerPoints	Alignment.and.systems.planning	18
2	19	Virtual.Learning.Modules.and.or.PowerPoints	Practice.profiles	19
2	23	Virtual.Learning.Modules.and.or.PowerPoints	Self.assessment.practice.profile..SAPP.	20
2	4	Virtual.Learning.Modules.and.or.PowerPoints	Learning.module.materials..i.e..power.points..handouts.	21
2	9	Virtual.Learning.Modules.and.or.PowerPoints	DESE.virtual.learning.platform	22
2	23	Virtual.Learning.Modules.and.or.PowerPoints	Review.of.CFA.data	23
2	23	Virtual.Learning.Modules.and.or.PowerPoints	CWIS	24
2	2	Virtual.Learning.Modules.and.or.PowerPoints	Distance.Learning	25
2	1	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	26
2	3	Virtual.Learning.Modules.and.or.PowerPoints	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	27
2	18	Virtual.Learning.Modules.and.or.PowerPoints	Interaction.Type_Virtual	28
2	9	Virtual.Learning.Modules.and.or.PowerPoints	Interaction.Type_In-person	29
2	23	Virtual.Learning.Modules.and.or.PowerPoints	Interaction.Type_In-person and virtual	30
2	17	Virtual.Learning.Modules.and.or.PowerPoints	Interaction.Type_Phone	31
2	12	Virtual.Learning.Modules.and.or.PowerPoints	Interaction.Type_Unknown	32
