x	y	label	showSelected1	showSelected2	group
0.5	0	CWIS	CWIS	District.Leadership.Team.Members	749
0.5	0	Distance.Learning	Distance.Learning	District.Leadership.Team.Members	781
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	District.Leadership.Team.Members	813
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Leadership.Team.Members	845
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	District.Leadership.Team.Members	877
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	District.Leadership.Team.Members	909
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	District.Leadership.Team.Members	941
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	District.Leadership.Team.Members	973
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	District.Leadership.Team.Members	1005
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	District.Contact.Person	12
0.5	0	District.Contact.Person	District.Contact.Person	District.Contact.Person	44
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	District.Contact.Person	76
0.5	0	Other.District.Administrators	Other.District.Administrators	District.Contact.Person	108
0.5	0	Other.Building.Administrators	Other.Building.Administrators	District.Contact.Person	140
0.5	0	Building.level.Educators	Building.level.Educators	District.Contact.Person	172
0.5	0	RPDC.Director	RPDC.Director	District.Contact.Person	204
0.5	0	Area.Supervisor	Area.Supervisor	District.Contact.Person	236
0.1	0	Parents	Parents	District.Contact.Person	268
0.5	0	Collaborative.teams	Collaborative.teams	District.Contact.Person	300
0.5	0	Common.formative.assessment	Common.formative.assessment	District.Contact.Person	332
0.5	0	Data.based.decision.making	Data.based.decision.making	District.Contact.Person	364
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	District.Contact.Person	396
0.5	0	Instructional.Leadership	Instructional.Leadership	District.Contact.Person	428
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	District.Contact.Person	460
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	District.Contact.Person	492
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	District.Contact.Person	524
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	District.Contact.Person	556
0.5	0	Practice.profiles	Practice.profiles	District.Contact.Person	588
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	District.Contact.Person	620
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	District.Contact.Person	652
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	District.Contact.Person	684
0.5	0	Review.of.CFA.data	Review.of.CFA.data	District.Contact.Person	716
0.5	0	CWIS	CWIS	District.Contact.Person	748
0.5	0	Distance.Learning	Distance.Learning	District.Contact.Person	780
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	District.Contact.Person	812
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	District.Contact.Person	844
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	District.Contact.Person	876
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	District.Contact.Person	908
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	District.Contact.Person	940
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	District.Contact.Person	972
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	District.Contact.Person	1004
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Building.Leadership.Team.Members	3
0.5	0	District.Contact.Person	District.Contact.Person	Building.Leadership.Team.Members	35
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Building.Leadership.Team.Members	67
0.5	0	Other.District.Administrators	Other.District.Administrators	Building.Leadership.Team.Members	99
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Building.Leadership.Team.Members	131
0.5	0	Building.level.Educators	Building.level.Educators	Building.Leadership.Team.Members	163
0.5	0	RPDC.Director	RPDC.Director	Building.Leadership.Team.Members	195
0.5	0	Area.Supervisor	Area.Supervisor	Building.Leadership.Team.Members	227
0.1	0	Parents	Parents	Building.Leadership.Team.Members	259
0.5	0	Collaborative.teams	Collaborative.teams	Building.Leadership.Team.Members	291
0.5	0	Common.formative.assessment	Common.formative.assessment	Building.Leadership.Team.Members	323
0.5	0	Data.based.decision.making	Data.based.decision.making	Building.Leadership.Team.Members	355
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Building.Leadership.Team.Members	387
0.5	0	Instructional.Leadership	Instructional.Leadership	Building.Leadership.Team.Members	419
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Building.Leadership.Team.Members	451
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Building.Leadership.Team.Members	483
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Building.Leadership.Team.Members	515
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Building.Leadership.Team.Members	547
0.5	0	Practice.profiles	Practice.profiles	Building.Leadership.Team.Members	579
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Building.Leadership.Team.Members	611
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Building.Leadership.Team.Members	643
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Building.Leadership.Team.Members	675
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Building.Leadership.Team.Members	707
0.5	0	CWIS	CWIS	Building.Leadership.Team.Members	739
0.5	0	Distance.Learning	Distance.Learning	Building.Leadership.Team.Members	771
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Building.Leadership.Team.Members	803
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.Leadership.Team.Members	835
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Building.Leadership.Team.Members	867
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Building.Leadership.Team.Members	899
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Building.Leadership.Team.Members	931
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Building.Leadership.Team.Members	963
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Building.Leadership.Team.Members	995
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Other.District.Administrators	25
0.5	0	District.Contact.Person	District.Contact.Person	Other.District.Administrators	57
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Other.District.Administrators	89
0.5	0	Other.District.Administrators	Other.District.Administrators	Other.District.Administrators	121
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Other.District.Administrators	153
0.5	0	Building.level.Educators	Building.level.Educators	Other.District.Administrators	185
0.5	0	RPDC.Director	RPDC.Director	Other.District.Administrators	217
0.5	0	Area.Supervisor	Area.Supervisor	Other.District.Administrators	249
0.1	0	Parents	Parents	Other.District.Administrators	281
0.5	0	Collaborative.teams	Collaborative.teams	Other.District.Administrators	313
0.5	0	Common.formative.assessment	Common.formative.assessment	Other.District.Administrators	345
0.5	0	Data.based.decision.making	Data.based.decision.making	Other.District.Administrators	377
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Other.District.Administrators	409
0.5	0	Instructional.Leadership	Instructional.Leadership	Other.District.Administrators	441
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Other.District.Administrators	473
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Other.District.Administrators	505
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Other.District.Administrators	537
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Other.District.Administrators	569
0.5	0	Practice.profiles	Practice.profiles	Other.District.Administrators	601
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Other.District.Administrators	633
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Other.District.Administrators	665
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Other.District.Administrators	697
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Other.District.Administrators	729
0.5	0	CWIS	CWIS	Other.District.Administrators	761
0.5	0	Distance.Learning	Distance.Learning	Other.District.Administrators	793
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Other.District.Administrators	825
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.District.Administrators	857
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Other.District.Administrators	889
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Other.District.Administrators	921
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Other.District.Administrators	953
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Other.District.Administrators	985
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Other.District.Administrators	1017
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Other.Building.Administrators	24
0.5	0	District.Contact.Person	District.Contact.Person	Other.Building.Administrators	56
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Other.Building.Administrators	88
0.5	0	Other.District.Administrators	Other.District.Administrators	Other.Building.Administrators	120
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Other.Building.Administrators	152
0.5	0	Building.level.Educators	Building.level.Educators	Other.Building.Administrators	184
0.5	0	RPDC.Director	RPDC.Director	Other.Building.Administrators	216
0.5	0	Area.Supervisor	Area.Supervisor	Other.Building.Administrators	248
0.1	0	Parents	Parents	Other.Building.Administrators	280
0.5	0	Collaborative.teams	Collaborative.teams	Other.Building.Administrators	312
0.5	0	Common.formative.assessment	Common.formative.assessment	Other.Building.Administrators	344
0.5	0	Data.based.decision.making	Data.based.decision.making	Other.Building.Administrators	376
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Other.Building.Administrators	408
0.5	0	Instructional.Leadership	Instructional.Leadership	Other.Building.Administrators	440
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Other.Building.Administrators	472
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Other.Building.Administrators	504
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Other.Building.Administrators	536
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Other.Building.Administrators	568
0.5	0	Practice.profiles	Practice.profiles	Other.Building.Administrators	600
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Other.Building.Administrators	632
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Other.Building.Administrators	664
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Other.Building.Administrators	696
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Other.Building.Administrators	728
0.5	0	CWIS	CWIS	Other.Building.Administrators	760
0.5	0	Distance.Learning	Distance.Learning	Other.Building.Administrators	792
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Other.Building.Administrators	824
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Other.Building.Administrators	856
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Other.Building.Administrators	888
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Other.Building.Administrators	920
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Other.Building.Administrators	952
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Other.Building.Administrators	984
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Other.Building.Administrators	1016
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Building.level.Educators	4
0.5	0	District.Contact.Person	District.Contact.Person	Building.level.Educators	36
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Building.level.Educators	68
0.5	0	Other.District.Administrators	Other.District.Administrators	Building.level.Educators	100
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Building.level.Educators	132
0.5	0	Building.level.Educators	Building.level.Educators	Building.level.Educators	164
0.5	0	RPDC.Director	RPDC.Director	Building.level.Educators	196
0.5	0	Area.Supervisor	Area.Supervisor	Building.level.Educators	228
0.1	0	Parents	Parents	Building.level.Educators	260
0.5	0	Collaborative.teams	Collaborative.teams	Building.level.Educators	292
0.5	0	Common.formative.assessment	Common.formative.assessment	Building.level.Educators	324
0.5	0	Data.based.decision.making	Data.based.decision.making	Building.level.Educators	356
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Building.level.Educators	388
0.5	0	Instructional.Leadership	Instructional.Leadership	Building.level.Educators	420
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Building.level.Educators	452
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Building.level.Educators	484
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Building.level.Educators	516
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Building.level.Educators	548
0.5	0	Practice.profiles	Practice.profiles	Building.level.Educators	580
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Building.level.Educators	612
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Building.level.Educators	644
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Building.level.Educators	676
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Building.level.Educators	708
0.5	0	CWIS	CWIS	Building.level.Educators	740
0.5	0	Distance.Learning	Distance.Learning	Building.level.Educators	772
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Building.level.Educators	804
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Building.level.Educators	836
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Building.level.Educators	868
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Building.level.Educators	900
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Building.level.Educators	932
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Building.level.Educators	964
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Building.level.Educators	996
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	RPDC.Director	29
0.5	0	District.Contact.Person	District.Contact.Person	RPDC.Director	61
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	RPDC.Director	93
0.5	0	Other.District.Administrators	Other.District.Administrators	RPDC.Director	125
0.5	0	Other.Building.Administrators	Other.Building.Administrators	RPDC.Director	157
0.5	0	Building.level.Educators	Building.level.Educators	RPDC.Director	189
0.5	0	RPDC.Director	RPDC.Director	RPDC.Director	221
0.5	0	Area.Supervisor	Area.Supervisor	RPDC.Director	253
0.1	0	Parents	Parents	RPDC.Director	285
0.5	0	Collaborative.teams	Collaborative.teams	RPDC.Director	317
0.5	0	Common.formative.assessment	Common.formative.assessment	RPDC.Director	349
0.5	0	Data.based.decision.making	Data.based.decision.making	RPDC.Director	381
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	RPDC.Director	413
0.5	0	Instructional.Leadership	Instructional.Leadership	RPDC.Director	445
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	RPDC.Director	477
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	RPDC.Director	509
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	RPDC.Director	541
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	RPDC.Director	573
0.5	0	Practice.profiles	Practice.profiles	RPDC.Director	605
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	RPDC.Director	637
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	RPDC.Director	669
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	RPDC.Director	701
0.5	0	Review.of.CFA.data	Review.of.CFA.data	RPDC.Director	733
0.5	0	CWIS	CWIS	RPDC.Director	765
0.5	0	Distance.Learning	Distance.Learning	RPDC.Director	797
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	RPDC.Director	829
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	RPDC.Director	861
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	RPDC.Director	893
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	RPDC.Director	925
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	RPDC.Director	957
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	RPDC.Director	989
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	RPDC.Director	1021
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Area.Supervisor	2
0.5	0	District.Contact.Person	District.Contact.Person	Area.Supervisor	34
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Area.Supervisor	66
0.5	0	Other.District.Administrators	Other.District.Administrators	Area.Supervisor	98
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Area.Supervisor	130
0.5	0	Building.level.Educators	Building.level.Educators	Area.Supervisor	162
0.5	0	RPDC.Director	RPDC.Director	Area.Supervisor	194
0.5	0	Area.Supervisor	Area.Supervisor	Area.Supervisor	226
0.1	0	Parents	Parents	Area.Supervisor	258
0.5	0	Collaborative.teams	Collaborative.teams	Area.Supervisor	290
0.5	0	Common.formative.assessment	Common.formative.assessment	Area.Supervisor	322
0.5	0	Data.based.decision.making	Data.based.decision.making	Area.Supervisor	354
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Area.Supervisor	386
0.5	0	Instructional.Leadership	Instructional.Leadership	Area.Supervisor	418
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Area.Supervisor	450
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Area.Supervisor	482
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Area.Supervisor	514
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Area.Supervisor	546
0.5	0	Practice.profiles	Practice.profiles	Area.Supervisor	578
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Area.Supervisor	610
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Area.Supervisor	642
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Area.Supervisor	674
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Area.Supervisor	706
0.5	0	CWIS	CWIS	Area.Supervisor	738
0.5	0	Distance.Learning	Distance.Learning	Area.Supervisor	770
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Area.Supervisor	802
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Area.Supervisor	834
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Area.Supervisor	866
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Area.Supervisor	898
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Area.Supervisor	930
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Area.Supervisor	962
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Area.Supervisor	994
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Parents	26
0.5	0	District.Contact.Person	District.Contact.Person	Parents	58
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Parents	90
0.5	0	Other.District.Administrators	Other.District.Administrators	Parents	122
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Parents	154
0.5	0	Building.level.Educators	Building.level.Educators	Parents	186
0.5	0	RPDC.Director	RPDC.Director	Parents	218
0.5	0	Area.Supervisor	Area.Supervisor	Parents	250
0.1	0	Parents	Parents	Parents	282
0.5	0	Collaborative.teams	Collaborative.teams	Parents	314
0.5	0	Common.formative.assessment	Common.formative.assessment	Parents	346
0.5	0	Data.based.decision.making	Data.based.decision.making	Parents	378
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Parents	410
0.5	0	Instructional.Leadership	Instructional.Leadership	Parents	442
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Parents	474
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Parents	506
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Parents	538
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Parents	570
0.5	0	Practice.profiles	Practice.profiles	Parents	602
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Parents	634
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Parents	666
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Parents	698
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Parents	730
0.5	0	CWIS	CWIS	Parents	762
0.5	0	Distance.Learning	Distance.Learning	Parents	794
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Parents	826
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Parents	858
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Parents	890
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Parents	922
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Parents	954
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Parents	986
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Parents	1018
0.5	0	District.Leadership.Team.Members	District.Leadership.Team.Members	Collaborative.teams	5
0.5	0	District.Contact.Person	District.Contact.Person	Collaborative.teams	37
0.5	0	Building.Leadership.Team.Members	Building.Leadership.Team.Members	Collaborative.teams	69
0.5	0	Other.District.Administrators	Other.District.Administrators	Collaborative.teams	101
0.5	0	Other.Building.Administrators	Other.Building.Administrators	Collaborative.teams	133
0.5	0	Building.level.Educators	Building.level.Educators	Collaborative.teams	165
0.5	0	RPDC.Director	RPDC.Director	Collaborative.teams	197
0.5	0	Area.Supervisor	Area.Supervisor	Collaborative.teams	229
0.1	0	Parents	Parents	Collaborative.teams	261
0.5	0	Collaborative.teams	Collaborative.teams	Collaborative.teams	293
0.5	0	Common.formative.assessment	Common.formative.assessment	Collaborative.teams	325
0.5	0	Data.based.decision.making	Data.based.decision.making	Collaborative.teams	357
0.5	0	Effective.teaching.learning.practices	Effective.teaching.learning.practices	Collaborative.teams	389
0.5	0	Instructional.Leadership	Instructional.Leadership	Collaborative.teams	421
0.5	0	School.based.implementation.coaching	School.based.implementation.coaching	Collaborative.teams	453
0.5	0	Collective.teacher.efficacy	Collective.teacher.efficacy	Collaborative.teams	485
0.5	0	MMD.DCI.expectations.logistics.DESE.specifics	MMD.DCI.expectations.logistics.DESE.specifics	Collaborative.teams	517
0.5	0	Alignment.and.systems.planning	Alignment.and.systems.planning	Collaborative.teams	549
0.5	0	Practice.profiles	Practice.profiles	Collaborative.teams	581
0.5	0	Self.assessment.practice.profile..SAPP.	Self.assessment.practice.profile..SAPP.	Collaborative.teams	613
0.5	0	Learning.module.materials..i.e..power.points..handouts.	Learning.module.materials..i.e..power.points..handouts.	Collaborative.teams	645
0.5	0	DESE.virtual.learning.platform	DESE.virtual.learning.platform	Collaborative.teams	677
0.5	0	Review.of.CFA.data	Review.of.CFA.data	Collaborative.teams	709
0.5	0	CWIS	CWIS	Collaborative.teams	741
0.5	0	Distance.Learning	Distance.Learning	Collaborative.teams	773
0.5	0	Virtual.Learning.Modules.and.or.PowerPoints	Virtual.Learning.Modules.and.or.PowerPoints	Collaborative.teams	805
0.5	0	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	Collaborative.teams	837
51.5	0	Interaction.Type_Virtual	Interaction.Type_Virtual	Collaborative.teams	869
58.5	0	Interaction.Type_In-person	Interaction.Type_In-person	Collaborative.teams	901
3	0	Interaction.Type_In-person and virtual	Interaction.Type_In-person and virtual	Collaborative.teams	933
3.5	0	Interaction.Type_Phone	Interaction.Type_Phone	Collaborative.teams	965
1.5	0	Interaction.Type_Unknown	Interaction.Type_Unknown	Collaborative.teams	997
