fill	x	y	key	tooltip	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#FDFBFF	1	-28	Parents	-0.0150758626768333	Parents	Collaborative.teams	802	0.5	1.5	-28.5	-27.5	#FDFBFF	0
#F5EEFF	1	-16	Parents	-0.0735574727664989	Parents	Common.formative.assessment	803	0.5	1.5	-16.5	-15.5	#F5EEFF	0
#FAF7FF	1	-22	Parents	-0.0345629363664592	Parents	Data.based.decision.making	804	0.5	1.5	-22.5	-21.5	#FAF7FF	0
#FFF8F5	1	-22	Parents	0.0379101400906554	Parents	Effective.teaching.learning.practices	805	0.5	1.5	-22.5	-21.5	#FFF8F5	0
#FFE8E0	1	-12	Parents	0.121076963490204	Parents	Instructional.Leadership	806	0.5	1.5	-12.5	-11.5	#FFE8E0	0
#FEFEFF	1	-31	Parents	-0.003877714526233	Parents	School.based.implementation.coaching	807	0.5	1.5	-31.5	-30.5	#FEFEFF	0
#FAF6FF	1	-22	Parents	-0.0381725893419828	Parents	Collective.teacher.efficacy	808	0.5	1.5	-22.5	-21.5	#FAF6FF	0
#FFFFFF	1	-31	Parents	-0.0017241489647896	Parents	MMD.DCI.expectations.logistics.DESE.specifics	809	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#FFECE5	1	-18	Parents	0.101600456219813	Parents	Alignment.and.systems.planning	810	0.5	1.5	-18.5	-17.5	#FFECE5	0
#FFFAF8	1	-26	Parents	0.0259201555427839	Parents	Practice.profiles	811	0.5	1.5	-26.5	-25.5	#FFFAF8	0
#FFF8F5	1	-26	Parents	0.0385056312678418	Parents	Self.assessment.practice.profile..SAPP.	812	0.5	1.5	-26.5	-25.5	#FFF8F5	0
#FCFAFF	1	-28	Parents	-0.0202017131837326	Parents	Learning.module.materials..i.e..power.points..handouts.	813	0.5	1.5	-28.5	-27.5	#FCFAFF	0
#FEFEFF	1	-31	Parents	-0.00387935738194752	Parents	DESE.virtual.learning.platform	814	0.5	1.5	-31.5	-30.5	#FEFEFF	0
#FBF7FF	1	-21	Parents	-0.0336452868557221	Parents	Review.of.CFA.data	815	0.5	1.5	-21.5	-20.5	#FBF7FF	0
#FAF6FF	1	-26	Parents	-0.0381779687081505	Parents	CWIS	816	0.5	1.5	-26.5	-25.5	#FAF6FF	0
#FBF9FF	1	-26	Parents	-0.0273048921179353	Parents	Distance.Learning	817	0.5	1.5	-26.5	-25.5	#FBF9FF	0
#FBF8FF	1	-28	Parents	-0.0276777923851142	Parents	Virtual.Learning.Modules.and.or.PowerPoints	818	0.5	1.5	-28.5	-27.5	#FBF8FF	0
#FDFCFF	1	-27	Parents	-0.0145248091838924	Parents	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	819	0.5	1.5	-27.5	-26.5	#FDFCFF	0
#FFFCFB	1	-27	Parents	0.0162964502317044	Parents	Interaction.Type_Virtual	820	0.5	1.5	-27.5	-26.5	#FFFCFB	0
#FEFDFF	1	-30	Parents	-0.00825106484619718	Parents	Interaction.Type_In-person	821	0.5	1.5	-30.5	-29.5	#FEFDFF	0
#FAF6FF	1	-23	Parents	-0.039079596931209	Parents	Interaction.Type_In-person and virtual	822	0.5	1.5	-23.5	-22.5	#FAF6FF	0
#F8F3FF	1	-18	Parents	-0.0523721887045523	Parents	Interaction.Type_Phone	823	0.5	1.5	-18.5	-17.5	#F8F3FF	0
#FEFEFF	1	-27	Parents	-0.00588578978886233	Parents	Interaction.Type_Unknown	824	0.5	1.5	-27.5	-26.5	#FEFEFF	0
#FFF5F1	1	-20	Parents	0.0534003722184218	Parents	ETLP_avg	825	0.5	1.5	-20.5	-19.5	#FFF5F1	0
#FFD6C7	1	-7	Practice.profiles	0.215355501626511	Practice.profiles	District.Leadership.Team.Members	826	0.5	1.5	-7.5	-6.5	#FFD6C7	0
#FFD8CA	1	-9	Practice.profiles	0.203973465276241	Practice.profiles	District.Contact.Person	827	0.5	1.5	-9.5	-8.5	#FFD8CA	0
#FFE9E2	1	-13	Practice.profiles	0.113253766535364	Practice.profiles	Building.Leadership.Team.Members	828	0.5	1.5	-13.5	-12.5	#FFE9E2	0
#FFD5C6	1	-3	Practice.profiles	0.22145311331617	Practice.profiles	Other.District.Administrators	829	0.5	1.5	-3.5	-2.5	#FFD5C6	0
#FFF7F5	1	-26	Practice.profiles	0.039811964730117	Practice.profiles	Other.Building.Administrators	830	0.5	1.5	-26.5	-25.5	#FFF7F5	0
#FFF3EE	1	-22	Practice.profiles	0.0634966568505093	Practice.profiles	Building.level.Educators	831	0.5	1.5	-22.5	-21.5	#FFF3EE	0
#FFF9F7	1	-21	Practice.profiles	0.0300818493354266	Practice.profiles	RPDC.Director	832	0.5	1.5	-21.5	-20.5	#FFF9F7	0
#FDFBFF	1	-29	Practice.profiles	-0.0187822520300503	Practice.profiles	Area.Supervisor	833	0.5	1.5	-29.5	-28.5	#FDFBFF	0
#FFFAF8	1	-17	Practice.profiles	0.0259201555427839	Practice.profiles	Parents	834	0.5	1.5	-17.5	-16.5	#FFFAF8	0
#FFECE5	1	-13	Practice.profiles	0.0984982607414517	Practice.profiles	Collaborative.teams	835	0.5	1.5	-13.5	-12.5	#FFECE5	0
#FFF1EB	1	-14	Practice.profiles	0.0756457337370179	Practice.profiles	Common.formative.assessment	836	0.5	1.5	-14.5	-13.5	#FFF1EB	0
#FFE9E2	1	-11	Practice.profiles	0.1133283904368	Practice.profiles	Data.based.decision.making	837	0.5	1.5	-11.5	-10.5	#FFE9E2	0
#FFEEE8	1	-12	Practice.profiles	0.0876809159708153	Practice.profiles	Effective.teaching.learning.practices	838	0.5	1.5	-12.5	-11.5	#FFEEE8	0
#FFEEE8	1	-18	Practice.profiles	0.0896559199470978	Practice.profiles	Instructional.Leadership	839	0.5	1.5	-18.5	-17.5	#FFEEE8	0
#FFF7F3	1	-23	Practice.profiles	0.0439932185033912	Practice.profiles	School.based.implementation.coaching	840	0.5	1.5	-23.5	-22.5	#FFF7F3	0
#FFF1EC	1	-12	Practice.profiles	0.0738614993754793	Practice.profiles	Collective.teacher.efficacy	841	0.5	1.5	-12.5	-11.5	#FFF1EC	0
#FFD7CA	1	-9	Practice.profiles	0.207129617861373	Practice.profiles	MMD.DCI.expectations.logistics.DESE.specifics	842	0.5	1.5	-9.5	-8.5	#FFD7CA	0
#FEFDFF	1	-29	Practice.profiles	-0.0101382643695695	Practice.profiles	Alignment.and.systems.planning	843	0.5	1.5	-29.5	-28.5	#FEFDFF	0
#FF0000	1	-1	Practice.profiles	1	Practice.profiles	Practice.profiles	844	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFB8A1	1	-5	Practice.profiles	0.369125479844172	Practice.profiles	Self.assessment.practice.profile..SAPP.	845	0.5	1.5	-5.5	-4.5	#FFB8A1	0
#FFC9B6	1	-3	Practice.profiles	0.284462391830705	Practice.profiles	Learning.module.materials..i.e..power.points..handouts.	846	0.5	1.5	-3.5	-2.5	#FFC9B6	0
#FFCFBE	1	-10	Practice.profiles	0.251829121657273	Practice.profiles	DESE.virtual.learning.platform	847	0.5	1.5	-10.5	-9.5	#FFCFBE	0
#FFFAF8	1	-24	Practice.profiles	0.0254368344831585	Practice.profiles	Review.of.CFA.data	848	0.5	1.5	-24.5	-23.5	#FFFAF8	0
#FFE0D4	1	-13	Practice.profiles	0.164620868446894	Practice.profiles	CWIS	849	0.5	1.5	-13.5	-12.5	#FFE0D4	0
#FCFAFF	1	-27	Practice.profiles	-0.0204753371754048	Practice.profiles	Distance.Learning	850	0.5	1.5	-27.5	-26.5	#FCFAFF	0
#FFE8E0	1	-18	Practice.profiles	0.120740286508767	Practice.profiles	Virtual.Learning.Modules.and.or.PowerPoints	851	0.5	1.5	-18.5	-17.5	#FFE8E0	0
#FFF5F1	1	-12	Practice.profiles	0.0536816546861642	Practice.profiles	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	852	0.5	1.5	-12.5	-11.5	#FFF5F1	0
#F8F3FF	1	-21	Practice.profiles	-0.0524099343815336	Practice.profiles	Interaction.Type_Virtual	853	0.5	1.5	-21.5	-20.5	#F8F3FF	0
#E9D9FF	1	-12	Practice.profiles	-0.15949260979421	Practice.profiles	Interaction.Type_In-person	854	0.5	1.5	-12.5	-11.5	#E9D9FF	0
#F1E7FF	1	-6	Practice.profiles	-0.102044031364167	Practice.profiles	Interaction.Type_In-person and virtual	855	0.5	1.5	-6.5	-5.5	#F1E7FF	0
#E1CCFF	1	-5	Practice.profiles	-0.219310925872424	Practice.profiles	Interaction.Type_Phone	856	0.5	1.5	-5.5	-4.5	#E1CCFF	0
#FEFEFF	1	-28	Practice.profiles	-0.00496045019721247	Practice.profiles	Interaction.Type_Unknown	857	0.5	1.5	-28.5	-27.5	#FEFEFF	0
#FAF6FF	1	-24	Practice.profiles	-0.038405337020679	Practice.profiles	ETLP_avg	858	0.5	1.5	-24.5	-23.5	#FAF6FF	0
#FCFAFF	1	-29	RPDC.Director	-0.0217393056928118	RPDC.Director	District.Leadership.Team.Members	892	0.5	1.5	-29.5	-28.5	#FCFAFF	0
#FFE0D4	1	-13	RPDC.Director	0.164279324441205	RPDC.Director	District.Contact.Person	893	0.5	1.5	-13.5	-12.5	#FFE0D4	0
#FAF6FF	1	-25	RPDC.Director	-0.0381612645387871	RPDC.Director	Building.Leadership.Team.Members	894	0.5	1.5	-25.5	-24.5	#FAF6FF	0
#FFC9B6	1	-2	RPDC.Director	0.284114433303677	RPDC.Director	Other.District.Administrators	895	0.5	1.5	-2.5	-1.5	#FFC9B6	0
#F5EEFF	1	-18	RPDC.Director	-0.0731163742496243	RPDC.Director	Other.Building.Administrators	896	0.5	1.5	-18.5	-17.5	#F5EEFF	0
#E2CEFF	1	-9	RPDC.Director	-0.207939285097532	RPDC.Director	Building.level.Educators	897	0.5	1.5	-9.5	-8.5	#E2CEFF	0
#FF0000	1	-1	RPDC.Director	1	RPDC.Director	RPDC.Director	898	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFD2C2	1	-2	RPDC.Director	0.234987731617051	RPDC.Director	Area.Supervisor	899	0.5	1.5	-2.5	-1.5	#FFD2C2	0
#FFFFFF	1	-31	RPDC.Director	-0.00057495548479644	RPDC.Director	Parents	900	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#FFFEFF	1	-31	RPDC.Director	-0.00287373416010817	RPDC.Director	Collaborative.teams	901	0.5	1.5	-31.5	-30.5	#FFFEFF	0
#F9F4FF	1	-23	RPDC.Director	-0.0467015480671362	RPDC.Director	Common.formative.assessment	902	0.5	1.5	-23.5	-22.5	#F9F4FF	0
#FCFAFF	1	-28	RPDC.Director	-0.0198289598912718	RPDC.Director	Data.based.decision.making	903	0.5	1.5	-28.5	-27.5	#FCFAFF	0
#F2E8FF	1	-11	RPDC.Director	-0.0989578258617851	RPDC.Director	Effective.teaching.learning.practices	904	0.5	1.5	-11.5	-10.5	#F2E8FF	0
#FFF8F5	1	-26	RPDC.Director	0.0370434882911905	RPDC.Director	Instructional.Leadership	905	0.5	1.5	-26.5	-25.5	#FFF8F5	0
#FFFDFD	1	-28	RPDC.Director	0.00852448744905636	RPDC.Director	School.based.implementation.coaching	906	0.5	1.5	-28.5	-27.5	#FFFDFD	0
#FEFCFF	1	-29	RPDC.Director	-0.0105886283947503	RPDC.Director	Collective.teacher.efficacy	907	0.5	1.5	-29.5	-28.5	#FEFCFF	0
#FFBFAA	1	-8	RPDC.Director	0.333113218559931	RPDC.Director	MMD.DCI.expectations.logistics.DESE.specifics	908	0.5	1.5	-8.5	-7.5	#FFBFAA	0
#FFC3AF	1	-3	RPDC.Director	0.311393388289565	RPDC.Director	Alignment.and.systems.planning	909	0.5	1.5	-3.5	-2.5	#FFC3AF	0
#FFF9F7	1	-25	RPDC.Director	0.0300818493354266	RPDC.Director	Practice.profiles	910	0.5	1.5	-25.5	-24.5	#FFF9F7	0
#FFEFE9	1	-21	RPDC.Director	0.0845049689758745	RPDC.Director	Self.assessment.practice.profile..SAPP.	911	0.5	1.5	-21.5	-20.5	#FFEFE9	0
#FEFEFF	1	-31	RPDC.Director	-0.00458492331513426	RPDC.Director	Learning.module.materials..i.e..power.points..handouts.	912	0.5	1.5	-31.5	-30.5	#FEFEFF	0
#FFDACD	1	-12	RPDC.Director	0.192390671665984	RPDC.Director	DESE.virtual.learning.platform	913	0.5	1.5	-12.5	-11.5	#FFDACD	0
#F6F0FF	1	-14	RPDC.Director	-0.0641673192634053	RPDC.Director	Review.of.CFA.data	914	0.5	1.5	-14.5	-13.5	#F6F0FF	0
#FFC1AD	1	-7	RPDC.Director	0.321068769259612	RPDC.Director	CWIS	915	0.5	1.5	-7.5	-6.5	#FFC1AD	0
#FFFEFF	1	-31	RPDC.Director	-0.00227955286450161	RPDC.Director	Distance.Learning	916	0.5	1.5	-31.5	-30.5	#FFFEFF	0
#F1E7FF	1	-23	RPDC.Director	-0.102064431380138	RPDC.Director	Virtual.Learning.Modules.and.or.PowerPoints	917	0.5	1.5	-23.5	-22.5	#F1E7FF	0
#FFFDFC	1	-28	RPDC.Director	0.0120023424422364	RPDC.Director	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	918	0.5	1.5	-28.5	-27.5	#FFFDFC	0
#F7F1FF	1	-18	RPDC.Director	-0.0602292177354874	RPDC.Director	Interaction.Type_Virtual	919	0.5	1.5	-18.5	-17.5	#F7F1FF	0
#F0E4FF	1	-18	RPDC.Director	-0.113261814378209	RPDC.Director	Interaction.Type_In-person	920	0.5	1.5	-18.5	-17.5	#F0E4FF	0
#FBF8FF	1	-25	RPDC.Director	-0.0309422220638857	RPDC.Director	Interaction.Type_In-person and virtual	921	0.5	1.5	-25.5	-24.5	#FBF8FF	0
#FFFFFF	1	-31	RPDC.Director	0.00106247699300165	RPDC.Director	Interaction.Type_Phone	922	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#FFF2EE	1	-7	RPDC.Director	0.0659896971875127	RPDC.Director	Interaction.Type_Unknown	923	0.5	1.5	-7.5	-6.5	#FFF2EE	0
#F4ECFF	1	-14	RPDC.Director	-0.0822393514794046	RPDC.Director	ETLP_avg	924	0.5	1.5	-14.5	-13.5	#F4ECFF	0
#F5EEFF	1	-23	Review.of.CFA.data	-0.0722607562465681	Review.of.CFA.data	District.Leadership.Team.Members	859	0.5	1.5	-23.5	-22.5	#F5EEFF	0
#EDE0FF	1	-15	Review.of.CFA.data	-0.133565421114123	Review.of.CFA.data	District.Contact.Person	860	0.5	1.5	-15.5	-14.5	#EDE0FF	0
#FFE7DF	1	-12	Review.of.CFA.data	0.124827585630687	Review.of.CFA.data	Building.Leadership.Team.Members	861	0.5	1.5	-12.5	-11.5	#FFE7DF	0
#FBF7FF	1	-25	Review.of.CFA.data	-0.0328497941414236	Review.of.CFA.data	Other.District.Administrators	862	0.5	1.5	-25.5	-24.5	#FBF7FF	0
#FFEEE8	1	-16	Review.of.CFA.data	0.0882798015893063	Review.of.CFA.data	Other.Building.Administrators	863	0.5	1.5	-16.5	-15.5	#FFEEE8	0
#FFFFFF	1	-31	Review.of.CFA.data	-0.00074244415014977	Review.of.CFA.data	Building.level.Educators	864	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#F6F0FF	1	-16	Review.of.CFA.data	-0.0641673192634053	Review.of.CFA.data	RPDC.Director	865	0.5	1.5	-16.5	-15.5	#F6F0FF	0
#FFF4F0	1	-17	Review.of.CFA.data	0.0580331032628673	Review.of.CFA.data	Area.Supervisor	866	0.5	1.5	-17.5	-16.5	#FFF4F0	0
#FBF7FF	1	-13	Review.of.CFA.data	-0.0336452868557221	Review.of.CFA.data	Parents	867	0.5	1.5	-13.5	-12.5	#FBF7FF	0
#FFE2D8	1	-10	Review.of.CFA.data	0.150441369977835	Review.of.CFA.data	Collaborative.teams	868	0.5	1.5	-10.5	-9.5	#FFE2D8	0
#FFCCBB	1	-4	Review.of.CFA.data	0.263971168836732	Review.of.CFA.data	Common.formative.assessment	869	0.5	1.5	-4.5	-3.5	#FFCCBB	0
#FFC3AF	1	-3	Review.of.CFA.data	0.313419082548375	Review.of.CFA.data	Data.based.decision.making	870	0.5	1.5	-3.5	-2.5	#FFC3AF	0
#F9F4FF	1	-21	Review.of.CFA.data	-0.0459682119804228	Review.of.CFA.data	Effective.teaching.learning.practices	871	0.5	1.5	-21.5	-20.5	#F9F4FF	0
#FFF0EA	1	-19	Review.of.CFA.data	0.0800834173869098	Review.of.CFA.data	Instructional.Leadership	872	0.5	1.5	-19.5	-18.5	#FFF0EA	0
#FFF2EE	1	-18	Review.of.CFA.data	0.0667307599352337	Review.of.CFA.data	School.based.implementation.coaching	873	0.5	1.5	-18.5	-17.5	#FFF2EE	0
#FFFFFE	1	-30	Review.of.CFA.data	0.00220570073532521	Review.of.CFA.data	Collective.teacher.efficacy	874	0.5	1.5	-30.5	-29.5	#FFFFFE	0
#F9F4FF	1	-24	Review.of.CFA.data	-0.0484482214245182	Review.of.CFA.data	MMD.DCI.expectations.logistics.DESE.specifics	875	0.5	1.5	-24.5	-23.5	#F9F4FF	0
#FCF9FF	1	-23	Review.of.CFA.data	-0.0251714705495245	Review.of.CFA.data	Alignment.and.systems.planning	876	0.5	1.5	-23.5	-22.5	#FCF9FF	0
#FFFAF8	1	-27	Review.of.CFA.data	0.0254368344831585	Review.of.CFA.data	Practice.profiles	877	0.5	1.5	-27.5	-26.5	#FFFAF8	0
#FCF9FF	1	-29	Review.of.CFA.data	-0.0241698174008855	Review.of.CFA.data	Self.assessment.practice.profile..SAPP.	878	0.5	1.5	-29.5	-28.5	#FCF9FF	0
#F2E8FF	1	-14	Review.of.CFA.data	-0.0977300020281857	Review.of.CFA.data	Learning.module.materials..i.e..power.points..handouts.	879	0.5	1.5	-14.5	-13.5	#F2E8FF	0
#FFF8F5	1	-29	Review.of.CFA.data	0.0387309693337526	Review.of.CFA.data	DESE.virtual.learning.platform	880	0.5	1.5	-29.5	-28.5	#FFF8F5	0
#FF0000	1	-1	Review.of.CFA.data	1	Review.of.CFA.data	Review.of.CFA.data	881	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFFEFF	1	-31	Review.of.CFA.data	-0.00236346692071123	Review.of.CFA.data	CWIS	882	0.5	1.5	-31.5	-30.5	#FFFEFF	0
#F2E9FF	1	-10	Review.of.CFA.data	-0.0946476010713291	Review.of.CFA.data	Distance.Learning	883	0.5	1.5	-10.5	-9.5	#F2E9FF	0
#ECDEFF	1	-12	Review.of.CFA.data	-0.141967335353017	Review.of.CFA.data	Virtual.Learning.Modules.and.or.PowerPoints	884	0.5	1.5	-12.5	-11.5	#ECDEFF	0
#F7F2FF	1	-11	Review.of.CFA.data	-0.0568488545629925	Review.of.CFA.data	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	885	0.5	1.5	-11.5	-10.5	#F7F2FF	0
#FAF6FF	1	-23	Review.of.CFA.data	-0.0373142581662937	Review.of.CFA.data	Interaction.Type_Virtual	886	0.5	1.5	-23.5	-22.5	#FAF6FF	0
#FFD2C2	1	-7	Review.of.CFA.data	0.236050300507067	Review.of.CFA.data	Interaction.Type_In-person	887	0.5	1.5	-7.5	-6.5	#FFD2C2	0
#FFFBF9	1	-28	Review.of.CFA.data	0.0215973300090819	Review.of.CFA.data	Interaction.Type_In-person and virtual	888	0.5	1.5	-28.5	-27.5	#FFFBF9	0
#FFF9F7	1	-22	Review.of.CFA.data	0.0313001695662545	Review.of.CFA.data	Interaction.Type_Phone	889	0.5	1.5	-22.5	-21.5	#FFF9F7	0
#FFFEFF	1	-30	Review.of.CFA.data	-0.00231427422365059	Review.of.CFA.data	Interaction.Type_Unknown	890	0.5	1.5	-30.5	-29.5	#FFFEFF	0
#FFFBFA	1	-27	Review.of.CFA.data	0.0198428793394643	Review.of.CFA.data	ETLP_avg	891	0.5	1.5	-27.5	-26.5	#FFFBFA	0
#FFE7DE	1	-16	School.based.implementation.coaching	0.126089415103956	School.based.implementation.coaching	District.Leadership.Team.Members	925	0.5	1.5	-16.5	-15.5	#FFE7DE	0
#FFF3EF	1	-22	School.based.implementation.coaching	0.0607635248694967	School.based.implementation.coaching	District.Contact.Person	926	0.5	1.5	-22.5	-21.5	#FFF3EF	0
#FFDCCF	1	-8	School.based.implementation.coaching	0.185357346617649	School.based.implementation.coaching	Building.Leadership.Team.Members	927	0.5	1.5	-8.5	-7.5	#FFDCCF	0
#FEFDFF	1	-31	School.based.implementation.coaching	-0.0069239743974298	School.based.implementation.coaching	Other.District.Administrators	928	0.5	1.5	-31.5	-30.5	#FEFDFF	0
#F7F1FF	1	-20	School.based.implementation.coaching	-0.0589885394765255	School.based.implementation.coaching	Other.Building.Administrators	929	0.5	1.5	-20.5	-19.5	#F7F1FF	0
#FFF7F4	1	-24	School.based.implementation.coaching	0.0407126475400459	School.based.implementation.coaching	Building.level.Educators	930	0.5	1.5	-24.5	-23.5	#FFF7F4	0
#FFFDFD	1	-26	School.based.implementation.coaching	0.00852448744905636	School.based.implementation.coaching	RPDC.Director	931	0.5	1.5	-26.5	-25.5	#FFFDFD	0
#FFF0EB	1	-14	School.based.implementation.coaching	0.0766810408683698	School.based.implementation.coaching	Area.Supervisor	932	0.5	1.5	-14.5	-13.5	#FFF0EB	0
#FEFEFF	1	-29	School.based.implementation.coaching	-0.003877714526233	School.based.implementation.coaching	Parents	933	0.5	1.5	-29.5	-28.5	#FEFEFF	0
#FFF2ED	1	-16	School.based.implementation.coaching	0.0691023749682452	School.based.implementation.coaching	Collaborative.teams	934	0.5	1.5	-16.5	-15.5	#FFF2ED	0
#FFF7F4	1	-25	School.based.implementation.coaching	0.0411467234462862	School.based.implementation.coaching	Common.formative.assessment	935	0.5	1.5	-25.5	-24.5	#FFF7F4	0
#FFEFEA	1	-17	School.based.implementation.coaching	0.0818463991920621	School.based.implementation.coaching	Data.based.decision.making	936	0.5	1.5	-17.5	-16.5	#FFEFEA	0
#FFD6C7	1	-5	School.based.implementation.coaching	0.216697138410097	School.based.implementation.coaching	Effective.teaching.learning.practices	937	0.5	1.5	-5.5	-4.5	#FFD6C7	0
#FFC7B4	1	-3	School.based.implementation.coaching	0.292305015467575	School.based.implementation.coaching	Instructional.Leadership	938	0.5	1.5	-3.5	-2.5	#FFC7B4	0
#FF0000	1	-1	School.based.implementation.coaching	1	School.based.implementation.coaching	School.based.implementation.coaching	939	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFE1D6	1	-4	School.based.implementation.coaching	0.158405768032525	School.based.implementation.coaching	Collective.teacher.efficacy	940	0.5	1.5	-4.5	-3.5	#FFE1D6	0
#FFE6DD	1	-15	School.based.implementation.coaching	0.132023539838621	School.based.implementation.coaching	MMD.DCI.expectations.logistics.DESE.specifics	941	0.5	1.5	-15.5	-14.5	#FFE6DD	0
#FFE2D8	1	-11	School.based.implementation.coaching	0.15108108558803	School.based.implementation.coaching	Alignment.and.systems.planning	942	0.5	1.5	-11.5	-10.5	#FFE2D8	0
#FFF7F3	1	-22	School.based.implementation.coaching	0.0439932185033912	School.based.implementation.coaching	Practice.profiles	943	0.5	1.5	-22.5	-21.5	#FFF7F3	0
#FFE4DB	1	-13	School.based.implementation.coaching	0.139184041830629	School.based.implementation.coaching	Self.assessment.practice.profile..SAPP.	944	0.5	1.5	-13.5	-12.5	#FFE4DB	0
#FFEFE9	1	-16	School.based.implementation.coaching	0.0840298168520392	School.based.implementation.coaching	Learning.module.materials..i.e..power.points..handouts.	945	0.5	1.5	-16.5	-15.5	#FFEFE9	0
#FFEDE6	1	-20	School.based.implementation.coaching	0.0966887984313428	School.based.implementation.coaching	DESE.virtual.learning.platform	946	0.5	1.5	-20.5	-19.5	#FFEDE6	0
#FFF2EE	1	-13	School.based.implementation.coaching	0.0667307599352337	School.based.implementation.coaching	Review.of.CFA.data	947	0.5	1.5	-13.5	-12.5	#FFF2EE	0
#FCFAFF	1	-30	School.based.implementation.coaching	-0.0199981111036554	School.based.implementation.coaching	CWIS	948	0.5	1.5	-30.5	-29.5	#FCFAFF	0
#F6F0FF	1	-17	School.based.implementation.coaching	-0.0640403455725976	School.based.implementation.coaching	Distance.Learning	949	0.5	1.5	-17.5	-16.5	#F6F0FF	0
#F1E6FF	1	-22	School.based.implementation.coaching	-0.104133805794296	School.based.implementation.coaching	Virtual.Learning.Modules.and.or.PowerPoints	950	0.5	1.5	-22.5	-21.5	#F1E6FF	0
#FCF9FF	1	-25	School.based.implementation.coaching	-0.0241536148237779	School.based.implementation.coaching	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	951	0.5	1.5	-25.5	-24.5	#FCF9FF	0
#F8F2FF	1	-19	School.based.implementation.coaching	-0.0541690521361182	School.based.implementation.coaching	Interaction.Type_Virtual	952	0.5	1.5	-19.5	-18.5	#F8F2FF	0
#FFFFFF	1	-31	School.based.implementation.coaching	-0.0006092316223926	School.based.implementation.coaching	Interaction.Type_In-person	953	0.5	1.5	-31.5	-30.5	#FFFFFF	0
#F7F2FF	1	-17	School.based.implementation.coaching	-0.0570952246900344	School.based.implementation.coaching	Interaction.Type_In-person and virtual	954	0.5	1.5	-17.5	-16.5	#F7F2FF	0
#FEFEFF	1	-27	School.based.implementation.coaching	-0.00550207640897845	School.based.implementation.coaching	Interaction.Type_Phone	955	0.5	1.5	-27.5	-26.5	#FEFEFF	0
#FFE7DE	1	-2	School.based.implementation.coaching	0.12841900981886	School.based.implementation.coaching	Interaction.Type_Unknown	956	0.5	1.5	-2.5	-1.5	#FFE7DE	0
#FFCDBC	1	-2	School.based.implementation.coaching	0.259672660217684	School.based.implementation.coaching	ETLP_avg	957	0.5	1.5	-2.5	-1.5	#FFCDBC	0
#FFBBA5	1	-3	Self.assessment.practice.profile..SAPP.	0.354006216263136	Self.assessment.practice.profile..SAPP.	District.Leadership.Team.Members	958	0.5	1.5	-3.5	-2.5	#FFBBA5	0
#FFD5C6	1	-8	Self.assessment.practice.profile..SAPP.	0.220385197781939	Self.assessment.practice.profile..SAPP.	District.Contact.Person	959	0.5	1.5	-8.5	-7.5	#FFD5C6	0
#FFEDE7	1	-16	Self.assessment.practice.profile..SAPP.	0.0930251792745058	Self.assessment.practice.profile..SAPP.	Building.Leadership.Team.Members	960	0.5	1.5	-16.5	-15.5	#FFEDE7	0
#FFE5DC	1	-9	Self.assessment.practice.profile..SAPP.	0.134995193911755	Self.assessment.practice.profile..SAPP.	Other.District.Administrators	961	0.5	1.5	-9.5	-8.5	#FFE5DC	0
#FBF7FF	1	-28	Self.assessment.practice.profile..SAPP.	-0.0318334699547385	Self.assessment.practice.profile..SAPP.	Other.Building.Administrators	962	0.5	1.5	-28.5	-27.5	#FBF7FF	0
#EEE1FF	1	-14	Self.assessment.practice.profile..SAPP.	-0.1267459828606	Self.assessment.practice.profile..SAPP.	Building.level.Educators	963	0.5	1.5	-14.5	-13.5	#EEE1FF	0
#FFEFE9	1	-12	Self.assessment.practice.profile..SAPP.	0.0845049689758745	Self.assessment.practice.profile..SAPP.	RPDC.Director	964	0.5	1.5	-12.5	-11.5	#FFEFE9	0
#FFE8E0	1	-8	Self.assessment.practice.profile..SAPP.	0.119696470584169	Self.assessment.practice.profile..SAPP.	Area.Supervisor	965	0.5	1.5	-8.5	-7.5	#FFE8E0	0
#FFF8F5	1	-7	Self.assessment.practice.profile..SAPP.	0.0385056312678418	Self.assessment.practice.profile..SAPP.	Parents	966	0.5	1.5	-7.5	-6.5	#FFF8F5	0
#FFD6C7	1	-5	Self.assessment.practice.profile..SAPP.	0.216189071115078	Self.assessment.practice.profile..SAPP.	Collaborative.teams	967	0.5	1.5	-5.5	-4.5	#FFD6C7	0
