fill	x	y	key	tooltip	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#FFFAF9	1	-24	Data.based.decision.making	0.0241760026584843	Data.based.decision.making	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	291	0.5	1.5	-24.5	-23.5	#FFFAF9	0
#FFFCFB	1	-28	Data.based.decision.making	0.0149888252718107	Data.based.decision.making	Interaction.Type_Virtual	292	0.5	1.5	-28.5	-27.5	#FFFCFB	0
#FFECE5	1	-21	Data.based.decision.making	0.100538089106099	Data.based.decision.making	Interaction.Type_In-person	293	0.5	1.5	-21.5	-20.5	#FFECE5	0
#FFF6F2	1	-20	Data.based.decision.making	0.0485119043322398	Data.based.decision.making	Interaction.Type_In-person and virtual	294	0.5	1.5	-20.5	-19.5	#FFF6F2	0
#FFFFFF	1	-30	Data.based.decision.making	-0.00121698079963083	Data.based.decision.making	Interaction.Type_Phone	295	0.5	1.5	-30.5	-29.5	#FFFFFF	0
#FFFAF9	1	-16	Data.based.decision.making	0.0245084873042871	Data.based.decision.making	Interaction.Type_Unknown	296	0.5	1.5	-16.5	-15.5	#FFFAF9	0
#FFF4F0	1	-19	Data.based.decision.making	0.0558537667956562	Data.based.decision.making	ETLP_avg	297	0.5	1.5	-19.5	-18.5	#FFF4F0	0
#FDFCFF	1	-30	Distance.Learning	-0.0131802980572707	Distance.Learning	District.Leadership.Team.Members	331	0.5	1.5	-30.5	-29.5	#FDFCFF	0
#FFE9E2	1	-17	Distance.Learning	0.11285487715627	Distance.Learning	District.Contact.Person	332	0.5	1.5	-17.5	-16.5	#FFE9E2	0
#F2E8FF	1	-14	Distance.Learning	-0.0967607547347722	Distance.Learning	Building.Leadership.Team.Members	333	0.5	1.5	-14.5	-13.5	#F2E8FF	0
#F0E4FF	1	-12	Distance.Learning	-0.11365608878298	Distance.Learning	Other.District.Administrators	334	0.5	1.5	-12.5	-11.5	#F0E4FF	0
#F8F2FF	1	-22	Distance.Learning	-0.0548173941796373	Distance.Learning	Other.Building.Administrators	335	0.5	1.5	-22.5	-21.5	#F8F2FF	0
#F0E4FF	1	-18	Distance.Learning	-0.114207356566107	Distance.Learning	Building.level.Educators	336	0.5	1.5	-18.5	-17.5	#F0E4FF	0
#FFFEFF	1	-29	Distance.Learning	-0.00227955286450161	Distance.Learning	RPDC.Director	337	0.5	1.5	-29.5	-28.5	#FFFEFF	0
#F7F1FF	1	-16	Distance.Learning	-0.0606375964678975	Distance.Learning	Area.Supervisor	338	0.5	1.5	-16.5	-15.5	#F7F1FF	0
#FBF9FF	1	-16	Distance.Learning	-0.0273048921179353	Distance.Learning	Parents	339	0.5	1.5	-16.5	-15.5	#FBF9FF	0
#FAF5FF	1	-19	Distance.Learning	-0.040642018232116	Distance.Learning	Collaborative.teams	340	0.5	1.5	-19.5	-18.5	#FAF5FF	0
#F9F4FF	1	-24	Distance.Learning	-0.0458101618989996	Distance.Learning	Common.formative.assessment	341	0.5	1.5	-24.5	-23.5	#F9F4FF	0
#F2E8FF	1	-14	Distance.Learning	-0.0985738264402561	Distance.Learning	Data.based.decision.making	342	0.5	1.5	-14.5	-13.5	#F2E8FF	0
#FFF4F0	1	-19	Distance.Learning	0.0561232733895966	Distance.Learning	Effective.teaching.learning.practices	343	0.5	1.5	-19.5	-18.5	#FFF4F0	0
#FFF6F3	1	-24	Distance.Learning	0.0470782440279363	Distance.Learning	Instructional.Leadership	344	0.5	1.5	-24.5	-23.5	#FFF6F3	0
#F6F0FF	1	-19	Distance.Learning	-0.0640403455725976	Distance.Learning	School.based.implementation.coaching	345	0.5	1.5	-19.5	-18.5	#F6F0FF	0
#F9F4FF	1	-19	Distance.Learning	-0.0483227913431189	Distance.Learning	Collective.teacher.efficacy	346	0.5	1.5	-19.5	-18.5	#F9F4FF	0
#FFF2ED	1	-22	Distance.Learning	0.0694729933950427	Distance.Learning	MMD.DCI.expectations.logistics.DESE.specifics	347	0.5	1.5	-22.5	-21.5	#FFF2ED	0
#FFF9F7	1	-22	Distance.Learning	0.0313753602979623	Distance.Learning	Alignment.and.systems.planning	348	0.5	1.5	-22.5	-21.5	#FFF9F7	0
#FCFAFF	1	-28	Distance.Learning	-0.0204753371754048	Distance.Learning	Practice.profiles	349	0.5	1.5	-28.5	-27.5	#FCFAFF	0
#F2E8FF	1	-19	Distance.Learning	-0.0964012096072321	Distance.Learning	Self.assessment.practice.profile..SAPP.	350	0.5	1.5	-19.5	-18.5	#F2E8FF	0
#F3EBFF	1	-15	Distance.Learning	-0.0864421242568716	Distance.Learning	Learning.module.materials..i.e..power.points..handouts.	351	0.5	1.5	-15.5	-14.5	#F3EBFF	0
#FFF2ED	1	-25	Distance.Learning	0.0705413609331256	Distance.Learning	DESE.virtual.learning.platform	352	0.5	1.5	-25.5	-24.5	#FFF2ED	0
#F2E9FF	1	-9	Distance.Learning	-0.0946476010713291	Distance.Learning	Review.of.CFA.data	353	0.5	1.5	-9.5	-8.5	#F2E9FF	0
#F5EDFF	1	-23	Distance.Learning	-0.0741405606197416	Distance.Learning	CWIS	354	0.5	1.5	-23.5	-22.5	#F5EDFF	0
#FF0000	1	-1	Distance.Learning	1	Distance.Learning	Distance.Learning	355	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFB097	1	-2	Distance.Learning	0.411557498720678	Distance.Learning	Virtual.Learning.Modules.and.or.PowerPoints	356	0.5	1.5	-2.5	-1.5	#FFB097	0
#FFE5DB	1	-2	Distance.Learning	0.13786431435601	Distance.Learning	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	357	0.5	1.5	-2.5	-1.5	#FFE5DB	0
#FFEFE9	1	-13	Distance.Learning	0.0828111907259866	Distance.Learning	Interaction.Type_Virtual	358	0.5	1.5	-13.5	-12.5	#FFEFE9	0
#EFE4FF	1	-17	Distance.Learning	-0.115846527431061	Distance.Learning	Interaction.Type_In-person	359	0.5	1.5	-17.5	-16.5	#EFE4FF	0
#FFF6F3	1	-22	Distance.Learning	0.0454764276426811	Distance.Learning	Interaction.Type_In-person and virtual	360	0.5	1.5	-22.5	-21.5	#FFF6F3	0
#FFFDFC	1	-26	Distance.Learning	0.0102477198185928	Distance.Learning	Interaction.Type_Phone	361	0.5	1.5	-26.5	-25.5	#FFFDFC	0
#FDFBFF	1	-21	Distance.Learning	-0.01561993666011	Distance.Learning	Interaction.Type_Unknown	362	0.5	1.5	-21.5	-20.5	#FDFBFF	0
#FFEFE9	1	-10	Distance.Learning	0.0858191868706099	Distance.Learning	ETLP_avg	363	0.5	1.5	-10.5	-9.5	#FFEFE9	0
#FFB7A0	1	-2	District.Contact.Person	0.374830285034791	District.Contact.Person	District.Leadership.Team.Members	364	0.5	1.5	-2.5	-1.5	#FFB7A0	0
#FF0000	1	-1	District.Contact.Person	1	District.Contact.Person	District.Contact.Person	365	0.5	1.5	-1.5	-0.5	#FF0000	0
#F4EBFF	1	-17	District.Contact.Person	-0.0858759930253551	District.Contact.Person	Building.Leadership.Team.Members	366	0.5	1.5	-17.5	-16.5	#F4EBFF	0
#FFDFD3	1	-6	District.Contact.Person	0.169558596055391	District.Contact.Person	Other.District.Administrators	367	0.5	1.5	-6.5	-5.5	#FFDFD3	0
#E9D9FF	1	-9	District.Contact.Person	-0.162257838886392	District.Contact.Person	Other.Building.Administrators	368	0.5	1.5	-9.5	-8.5	#E9D9FF	0
#E8D7FF	1	-11	District.Contact.Person	-0.170446093803121	District.Contact.Person	Building.level.Educators	369	0.5	1.5	-11.5	-10.5	#E8D7FF	0
#FFE0D4	1	-9	District.Contact.Person	0.164279324441205	District.Contact.Person	RPDC.Director	370	0.5	1.5	-9.5	-8.5	#FFE0D4	0
#FFF1EC	1	-15	District.Contact.Person	0.071306000336593	District.Contact.Person	Area.Supervisor	371	0.5	1.5	-15.5	-14.5	#FFF1EC	0
#FFFCFA	1	-20	District.Contact.Person	0.0176673246020725	District.Contact.Person	Parents	372	0.5	1.5	-20.5	-19.5	#FFFCFA	0
#FAF6FF	1	-20	District.Contact.Person	-0.0396588705189301	District.Contact.Person	Collaborative.teams	373	0.5	1.5	-20.5	-19.5	#FAF6FF	0
#EEE1FF	1	-9	District.Contact.Person	-0.129217036033065	District.Contact.Person	Common.formative.assessment	374	0.5	1.5	-9.5	-8.5	#EEE1FF	0
#FFF8F5	1	-21	District.Contact.Person	0.0370900355375174	District.Contact.Person	Data.based.decision.making	375	0.5	1.5	-21.5	-20.5	#FFF8F5	0
#FDFCFF	1	-31	District.Contact.Person	-0.0117320137047422	District.Contact.Person	Effective.teaching.learning.practices	376	0.5	1.5	-31.5	-30.5	#FDFCFF	0
#FFF6F3	1	-25	District.Contact.Person	0.0461180353136339	District.Contact.Person	Instructional.Leadership	377	0.5	1.5	-25.5	-24.5	#FFF6F3	0
#FFF3EF	1	-20	District.Contact.Person	0.0607635248694967	District.Contact.Person	School.based.implementation.coaching	378	0.5	1.5	-20.5	-19.5	#FFF3EF	0
#FFF4F0	1	-15	District.Contact.Person	0.0586169975987172	District.Contact.Person	Collective.teacher.efficacy	379	0.5	1.5	-15.5	-14.5	#FFF4F0	0
#FFBFA9	1	-6	District.Contact.Person	0.335201382520433	District.Contact.Person	MMD.DCI.expectations.logistics.DESE.specifics	380	0.5	1.5	-6.5	-5.5	#FFBFA9	0
#FFCAB8	1	-7	District.Contact.Person	0.275996138199605	District.Contact.Person	Alignment.and.systems.planning	381	0.5	1.5	-7.5	-6.5	#FFCAB8	0
#FFD8CA	1	-9	District.Contact.Person	0.203973465276241	District.Contact.Person	Practice.profiles	382	0.5	1.5	-9.5	-8.5	#FFD8CA	0
#FFD5C6	1	-9	District.Contact.Person	0.220385197781939	District.Contact.Person	Self.assessment.practice.profile..SAPP.	383	0.5	1.5	-9.5	-8.5	#FFD5C6	0
#FFF4F0	1	-21	District.Contact.Person	0.056179721064515	District.Contact.Person	Learning.module.materials..i.e..power.points..handouts.	384	0.5	1.5	-21.5	-20.5	#FFF4F0	0
#FFBAA3	1	-5	District.Contact.Person	0.359370971433821	District.Contact.Person	DESE.virtual.learning.platform	385	0.5	1.5	-5.5	-4.5	#FFBAA3	0
#EDE0FF	1	-6	District.Contact.Person	-0.133565421114123	District.Contact.Person	Review.of.CFA.data	386	0.5	1.5	-6.5	-5.5	#EDE0FF	0
#FFBBA5	1	-6	District.Contact.Person	0.354849789991004	District.Contact.Person	CWIS	387	0.5	1.5	-6.5	-5.5	#FFBBA5	0
#FFE9E2	1	-6	District.Contact.Person	0.11285487715627	District.Contact.Person	Distance.Learning	388	0.5	1.5	-6.5	-5.5	#FFE9E2	0
#FFFDFC	1	-30	District.Contact.Person	0.0105846421027774	District.Contact.Person	Virtual.Learning.Modules.and.or.PowerPoints	389	0.5	1.5	-30.5	-29.5	#FFFDFC	0
#FFF8F6	1	-20	District.Contact.Person	0.0349325821978584	District.Contact.Person	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	390	0.5	1.5	-20.5	-19.5	#FFF8F6	0
#E7D7FF	1	-3	District.Contact.Person	-0.172300896883521	District.Contact.Person	Interaction.Type_Virtual	391	0.5	1.5	-3.5	-2.5	#E7D7FF	0
#B38CFF	1	-1	District.Contact.Person	-0.497742933585865	District.Contact.Person	Interaction.Type_In-person	392	0.5	1.5	-1.5	-0.5	#B38CFF	0
#F2E7FF	1	-7	District.Contact.Person	-0.100351958550937	District.Contact.Person	Interaction.Type_In-person and virtual	393	0.5	1.5	-7.5	-6.5	#F2E7FF	0
#E0CAFF	1	-4	District.Contact.Person	-0.226296147294645	District.Contact.Person	Interaction.Type_Phone	394	0.5	1.5	-4.5	-3.5	#E0CAFF	0
#F1E7FF	1	-3	District.Contact.Person	-0.100918896753186	District.Contact.Person	Interaction.Type_Unknown	395	0.5	1.5	-3.5	-2.5	#F1E7FF	0
#F7F0FF	1	-17	District.Contact.Person	-0.0636354592515358	District.Contact.Person	ETLP_avg	396	0.5	1.5	-17.5	-16.5	#F7F0FF	0
#FF0000	1	-1	District.Leadership.Team.Members	1	District.Leadership.Team.Members	District.Leadership.Team.Members	397	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFB7A0	1	-2	District.Leadership.Team.Members	0.374830285034791	District.Leadership.Team.Members	District.Contact.Person	398	0.5	1.5	-2.5	-1.5	#FFB7A0	0
#FFCEBD	1	-6	District.Leadership.Team.Members	0.256846019829913	District.Leadership.Team.Members	Building.Leadership.Team.Members	399	0.5	1.5	-6.5	-5.5	#FFCEBD	0
#FFDCCF	1	-5	District.Leadership.Team.Members	0.184094469378644	District.Leadership.Team.Members	Other.District.Administrators	400	0.5	1.5	-5.5	-4.5	#FFDCCF	0
#FFF6F3	1	-24	District.Leadership.Team.Members	0.0452619060749653	District.Leadership.Team.Members	Other.Building.Administrators	401	0.5	1.5	-24.5	-23.5	#FFF6F3	0
#FFE1D6	1	-12	District.Leadership.Team.Members	0.159510146995302	District.Leadership.Team.Members	Building.level.Educators	402	0.5	1.5	-12.5	-11.5	#FFE1D6	0
#FCFAFF	1	-22	District.Leadership.Team.Members	-0.0217393056928118	District.Leadership.Team.Members	RPDC.Director	403	0.5	1.5	-22.5	-21.5	#FCFAFF	0
#FFEAE3	1	-10	District.Leadership.Team.Members	0.108536975505766	District.Leadership.Team.Members	Area.Supervisor	404	0.5	1.5	-10.5	-9.5	#FFEAE3	0
#FFFDFC	1	-25	District.Leadership.Team.Members	0.0110273790374047	District.Leadership.Team.Members	Parents	405	0.5	1.5	-25.5	-24.5	#FFFDFC	0
#FFE2D7	1	-9	District.Leadership.Team.Members	0.153830444914925	District.Leadership.Team.Members	Collaborative.teams	406	0.5	1.5	-9.5	-8.5	#FFE2D7	0
#F5EDFF	1	-15	District.Leadership.Team.Members	-0.0750395576750787	District.Leadership.Team.Members	Common.formative.assessment	407	0.5	1.5	-15.5	-14.5	#F5EDFF	0
#FFF1EC	1	-19	District.Leadership.Team.Members	0.0724677975296329	District.Leadership.Team.Members	Data.based.decision.making	408	0.5	1.5	-19.5	-18.5	#FFF1EC	0
#FFD8CB	1	-7	District.Leadership.Team.Members	0.202692792921948	District.Leadership.Team.Members	Effective.teaching.learning.practices	409	0.5	1.5	-7.5	-6.5	#FFD8CB	0
#EFE2FF	1	-11	District.Leadership.Team.Members	-0.121872546929223	District.Leadership.Team.Members	Instructional.Leadership	410	0.5	1.5	-11.5	-10.5	#EFE2FF	0
#FFE7DE	1	-11	District.Leadership.Team.Members	0.126089415103956	District.Leadership.Team.Members	School.based.implementation.coaching	411	0.5	1.5	-11.5	-10.5	#FFE7DE	0
#FFF4F0	1	-16	District.Leadership.Team.Members	0.0584728857368985	District.Leadership.Team.Members	Collective.teacher.efficacy	412	0.5	1.5	-16.5	-15.5	#FFF4F0	0
#FFEAE2	1	-19	District.Leadership.Team.Members	0.111007813929675	District.Leadership.Team.Members	MMD.DCI.expectations.logistics.DESE.specifics	413	0.5	1.5	-19.5	-18.5	#FFEAE2	0
#FFDBCF	1	-9	District.Leadership.Team.Members	0.18657118837847	District.Leadership.Team.Members	Alignment.and.systems.planning	414	0.5	1.5	-9.5	-8.5	#FFDBCF	0
#FFD6C7	1	-7	District.Leadership.Team.Members	0.215355501626511	District.Leadership.Team.Members	Practice.profiles	415	0.5	1.5	-7.5	-6.5	#FFD6C7	0
#FFBBA5	1	-6	District.Leadership.Team.Members	0.354006216263136	District.Leadership.Team.Members	Self.assessment.practice.profile..SAPP.	416	0.5	1.5	-6.5	-5.5	#FFBBA5	0
#FFE3D8	1	-7	District.Leadership.Team.Members	0.148469405153543	District.Leadership.Team.Members	Learning.module.materials..i.e..power.points..handouts.	417	0.5	1.5	-7.5	-6.5	#FFE3D8	0
#FFC8B6	1	-6	District.Leadership.Team.Members	0.285203561067791	District.Leadership.Team.Members	DESE.virtual.learning.platform	418	0.5	1.5	-6.5	-5.5	#FFC8B6	0
#F5EEFF	1	-12	District.Leadership.Team.Members	-0.0722607562465681	District.Leadership.Team.Members	Review.of.CFA.data	419	0.5	1.5	-12.5	-11.5	#F5EEFF	0
#FFE3D9	1	-17	District.Leadership.Team.Members	0.147968367674476	District.Leadership.Team.Members	CWIS	420	0.5	1.5	-17.5	-16.5	#FFE3D9	0
#FDFCFF	1	-29	District.Leadership.Team.Members	-0.0131802980572707	District.Leadership.Team.Members	Distance.Learning	421	0.5	1.5	-29.5	-28.5	#FDFCFF	0
#F4EBFF	1	-24	District.Leadership.Team.Members	-0.0853256697870684	District.Leadership.Team.Members	Virtual.Learning.Modules.and.or.PowerPoints	422	0.5	1.5	-24.5	-23.5	#F4EBFF	0
#FFF7F4	1	-16	District.Leadership.Team.Members	0.040840803165374	District.Leadership.Team.Members	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	423	0.5	1.5	-16.5	-15.5	#FFF7F4	0
#EADBFF	1	-5	District.Leadership.Team.Members	-0.15225498665035	District.Leadership.Team.Members	Interaction.Type_Virtual	424	0.5	1.5	-5.5	-4.5	#EADBFF	0
#D4B9FF	1	-4	District.Leadership.Team.Members	-0.300738221546984	District.Leadership.Team.Members	Interaction.Type_In-person	425	0.5	1.5	-4.5	-3.5	#D4B9FF	0
#F4EBFF	1	-10	District.Leadership.Team.Members	-0.0835475973897892	District.Leadership.Team.Members	Interaction.Type_In-person and virtual	426	0.5	1.5	-10.5	-9.5	#F4EBFF	0
#D4B8FF	1	-2	District.Leadership.Team.Members	-0.304859367676273	District.Leadership.Team.Members	Interaction.Type_Phone	427	0.5	1.5	-2.5	-1.5	#D4B8FF	0
#FAF6FF	1	-11	District.Leadership.Team.Members	-0.0397304126895039	District.Leadership.Team.Members	Interaction.Type_Unknown	428	0.5	1.5	-11.5	-10.5	#FAF6FF	0
#F9F4FF	1	-22	District.Leadership.Team.Members	-0.0461157346488427	District.Leadership.Team.Members	ETLP_avg	429	0.5	1.5	-22.5	-21.5	#F9F4FF	0
#FFD8CB	1	-8	Effective.teaching.learning.practices	0.202692792921948	Effective.teaching.learning.practices	District.Leadership.Team.Members	430	0.5	1.5	-8.5	-7.5	#FFD8CB	0
#FDFCFF	1	-30	Effective.teaching.learning.practices	-0.0117320137047422	Effective.teaching.learning.practices	District.Contact.Person	431	0.5	1.5	-30.5	-29.5	#FDFCFF	0
#FFBEA8	1	-3	Effective.teaching.learning.practices	0.339671392506158	Effective.teaching.learning.practices	Building.Leadership.Team.Members	432	0.5	1.5	-3.5	-2.5	#FFBEA8	0
#FFF8F6	1	-23	Effective.teaching.learning.practices	0.0343941661053303	Effective.teaching.learning.practices	Other.District.Administrators	433	0.5	1.5	-23.5	-22.5	#FFF8F6	0
#FFF2EE	1	-19	Effective.teaching.learning.practices	0.0660828480980431	Effective.teaching.learning.practices	Other.Building.Administrators	434	0.5	1.5	-19.5	-18.5	#FFF2EE	0
#FFB198	1	-4	Effective.teaching.learning.practices	0.406889872975264	Effective.teaching.learning.practices	Building.level.Educators	435	0.5	1.5	-4.5	-3.5	#FFB198	0
#F2E8FF	1	-11	Effective.teaching.learning.practices	-0.0989578258617851	Effective.teaching.learning.practices	RPDC.Director	436	0.5	1.5	-11.5	-10.5	#F2E8FF	0
#FFF9F6	1	-23	Effective.teaching.learning.practices	0.0330250304049945	Effective.teaching.learning.practices	Area.Supervisor	437	0.5	1.5	-23.5	-22.5	#FFF9F6	0
#FFF8F5	1	-10	Effective.teaching.learning.practices	0.0379101400906554	Effective.teaching.learning.practices	Parents	438	0.5	1.5	-10.5	-9.5	#FFF8F5	0
#FAF6FF	1	-21	Effective.teaching.learning.practices	-0.0363027534983905	Effective.teaching.learning.practices	Collaborative.teams	439	0.5	1.5	-21.5	-20.5	#FAF6FF	0
#F7F1FF	1	-19	Effective.teaching.learning.practices	-0.0594161213891933	Effective.teaching.learning.practices	Common.formative.assessment	440	0.5	1.5	-19.5	-18.5	#F7F1FF	0
#F4EBFF	1	-16	Effective.teaching.learning.practices	-0.0850103970779809	Effective.teaching.learning.practices	Data.based.decision.making	441	0.5	1.5	-16.5	-15.5	#F4EBFF	0
#FF0000	1	-1	Effective.teaching.learning.practices	1	Effective.teaching.learning.practices	Effective.teaching.learning.practices	442	0.5	1.5	-1.5	-0.5	#FF0000	0
#FCF9FF	1	-28	Effective.teaching.learning.practices	-0.0238557067265226	Effective.teaching.learning.practices	Instructional.Leadership	443	0.5	1.5	-28.5	-27.5	#FCF9FF	0
#FFD6C7	1	-4	Effective.teaching.learning.practices	0.216697138410097	Effective.teaching.learning.practices	School.based.implementation.coaching	444	0.5	1.5	-4.5	-3.5	#FFD6C7	0
#FFFBFA	1	-23	Effective.teaching.learning.practices	0.0199463454488959	Effective.teaching.learning.practices	Collective.teacher.efficacy	445	0.5	1.5	-23.5	-22.5	#FFFBFA	0
#E8D7FF	1	-12	Effective.teaching.learning.practices	-0.168810815005397	Effective.teaching.learning.practices	MMD.DCI.expectations.logistics.DESE.specifics	446	0.5	1.5	-12.5	-11.5	#E8D7FF	0
#FFFAF9	1	-24	Effective.teaching.learning.practices	0.0240214014009402	Effective.teaching.learning.practices	Alignment.and.systems.planning	447	0.5	1.5	-24.5	-23.5	#FFFAF9	0
#FFEEE8	1	-16	Effective.teaching.learning.practices	0.0876809159708153	Effective.teaching.learning.practices	Practice.profiles	448	0.5	1.5	-16.5	-15.5	#FFEEE8	0
#FFF1EC	1	-23	Effective.teaching.learning.practices	0.07411081152963	Effective.teaching.learning.practices	Self.assessment.practice.profile..SAPP.	449	0.5	1.5	-23.5	-22.5	#FFF1EC	0
#FFE7DE	1	-8	Effective.teaching.learning.practices	0.128430792543307	Effective.teaching.learning.practices	Learning.module.materials..i.e..power.points..handouts.	450	0.5	1.5	-8.5	-7.5	#FFE7DE	0
#F5EDFF	1	-23	Effective.teaching.learning.practices	-0.0763545551970113	Effective.teaching.learning.practices	DESE.virtual.learning.platform	451	0.5	1.5	-23.5	-22.5	#F5EDFF	0
#F9F4FF	1	-18	Effective.teaching.learning.practices	-0.0459682119804228	Effective.teaching.learning.practices	Review.of.CFA.data	452	0.5	1.5	-18.5	-17.5	#F9F4FF	0
#D6BCFF	1	-8	Effective.teaching.learning.practices	-0.28798297922948	Effective.teaching.learning.practices	CWIS	453	0.5	1.5	-8.5	-7.5	#D6BCFF	0
#FFF4F0	1	-19	Effective.teaching.learning.practices	0.0561232733895966	Effective.teaching.learning.practices	Distance.Learning	454	0.5	1.5	-19.5	-18.5	#FFF4F0	0
#EDE0FF	1	-13	Effective.teaching.learning.practices	-0.130146457679352	Effective.teaching.learning.practices	Virtual.Learning.Modules.and.or.PowerPoints	455	0.5	1.5	-13.5	-12.5	#EDE0FF	0
#FBF8FF	1	-21	Effective.teaching.learning.practices	-0.0307311484084246	Effective.teaching.learning.practices	Leadership.for.Effective.Implementation.of.District.Wide.Evidenced.Based.Practices	456	0.5	1.5	-21.5	-20.5	#FBF8FF	0
#FFF2ED	1	-16	Effective.teaching.learning.practices	0.0700045236715253	Effective.teaching.learning.practices	Interaction.Type_Virtual	457	0.5	1.5	-16.5	-15.5	#FFF2ED	0
#FFEEE8	1	-24	Effective.teaching.learning.practices	0.088223665978181	Effective.teaching.learning.practices	Interaction.Type_In-person	458	0.5	1.5	-24.5	-23.5	#FFEEE8	0
#FDFBFF	1	-29	Effective.teaching.learning.practices	-0.0158808730063521	Effective.teaching.learning.practices	Interaction.Type_In-person and virtual	459	0.5	1.5	-29.5	-28.5	#FDFBFF	0
#FBF9FF	1	-23	Effective.teaching.learning.practices	-0.026762226867799	Effective.teaching.learning.practices	Interaction.Type_Phone	460	0.5	1.5	-23.5	-22.5	#FBF9FF	0
#FFF5F1	1	-9	Effective.teaching.learning.practices	0.0522245896852543	Effective.teaching.learning.practices	Interaction.Type_Unknown	461	0.5	1.5	-9.5	-8.5	#FFF5F1	0
#FFD6C8	1	-3	Effective.teaching.learning.practices	0.214864826483939	Effective.teaching.learning.practices	ETLP_avg	462	0.5	1.5	-3.5	-2.5	#FFD6C8	0
#EFE2FF	1	-17	Instructional.Leadership	-0.121872546929223	Instructional.Leadership	District.Leadership.Team.Members	496	0.5	1.5	-17.5	-16.5	#EFE2FF	0
#FFF6F3	1	-25	Instructional.Leadership	0.0461180353136339	Instructional.Leadership	District.Contact.Person	497	0.5	1.5	-25.5	-24.5	#FFF6F3	0
#FDFBFF	1	-29	Instructional.Leadership	-0.0160303014869099	Instructional.Leadership	Building.Leadership.Team.Members	498	0.5	1.5	-29.5	-28.5	#FDFBFF	0
#FFF9F7	1	-27	Instructional.Leadership	0.030179025536612	Instructional.Leadership	Other.District.Administrators	499	0.5	1.5	-27.5	-26.5	#FFF9F7	0
#F8F2FF	1	-23	Instructional.Leadership	-0.0545672060153286	Instructional.Leadership	Other.Building.Administrators	500	0.5	1.5	-23.5	-22.5	#F8F2FF	0
#E7D6FF	1	-10	Instructional.Leadership	-0.173390393071042	Instructional.Leadership	Building.level.Educators	501	0.5	1.5	-10.5	-9.5	#E7D6FF	0
#FFF8F5	1	-20	Instructional.Leadership	0.0370434882911905	Instructional.Leadership	RPDC.Director	502	0.5	1.5	-20.5	-19.5	#FFF8F5	0
#FFEAE3	1	-12	Instructional.Leadership	0.108091324146885	Instructional.Leadership	Area.Supervisor	503	0.5	1.5	-12.5	-11.5	#FFEAE3	0
#FFE8E0	1	-2	Instructional.Leadership	0.121076963490204	Instructional.Leadership	Parents	504	0.5	1.5	-2.5	-1.5	#FFE8E0	0
#FFDED2	1	-7	Instructional.Leadership	0.172786696065562	Instructional.Leadership	Collaborative.teams	505	0.5	1.5	-7.5	-6.5	#FFDED2	0
#FFE6DD	1	-8	Instructional.Leadership	0.13081933721033	Instructional.Leadership	Common.formative.assessment	506	0.5	1.5	-8.5	-7.5	#FFE6DD	0
#FFC4B0	1	-4	Instructional.Leadership	0.30710194949212	Instructional.Leadership	Data.based.decision.making	507	0.5	1.5	-4.5	-3.5	#FFC4B0	0
#FCF9FF	1	-29	Instructional.Leadership	-0.0238557067265226	Instructional.Leadership	Effective.teaching.learning.practices	508	0.5	1.5	-29.5	-28.5	#FCF9FF	0
#FF0000	1	-1	Instructional.Leadership	1	Instructional.Leadership	Instructional.Leadership	509	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFC7B4	1	-2	Instructional.Leadership	0.292305015467575	Instructional.Leadership	School.based.implementation.coaching	510	0.5	1.5	-2.5	-1.5	#FFC7B4	0
#FFCCBB	1	-2	Instructional.Leadership	0.264542810641075	Instructional.Leadership	Collective.teacher.efficacy	511	0.5	1.5	-2.5	-1.5	#FFCCBB	0
#FFDED3	1	-11	Instructional.Leadership	0.170365310928963	Instructional.Leadership	MMD.DCI.expectations.logistics.DESE.specifics	512	0.5	1.5	-11.5	-10.5	#FFDED3	0
#FFCAB8	1	-6	Instructional.Leadership	0.277743981244993	Instructional.Leadership	Alignment.and.systems.planning	513	0.5	1.5	-6.5	-5.5	#FFCAB8	0
#FFEEE8	1	-15	Instructional.Leadership	0.0896559199470978	Instructional.Leadership	Practice.profiles	514	0.5	1.5	-15.5	-14.5	#FFEEE8	0
#FFF2ED	1	-24	Instructional.Leadership	0.0693634177494261	Instructional.Leadership	Self.assessment.practice.profile..SAPP.	515	0.5	1.5	-24.5	-23.5	#FFF2ED	0
#FFF6F2	1	-24	Instructional.Leadership	0.049539311832842	Instructional.Leadership	Learning.module.materials..i.e..power.points..handouts.	516	0.5	1.5	-24.5	-23.5	#FFF6F2	0
#FFEAE2	1	-18	Instructional.Leadership	0.109620721103951	Instructional.Leadership	DESE.virtual.learning.platform	517	0.5	1.5	-18.5	-17.5	#FFEAE2	0
#FFF0EA	1	-11	Instructional.Leadership	0.0800834173869098	Instructional.Leadership	Review.of.CFA.data	518	0.5	1.5	-11.5	-10.5	#FFF0EA	0
